"longitude","latitude","time","value"
-72.375,-39.375,12784,5.3960337638855
-72.125,-39.375,12784,5.88481712341309
-71.875,-39.375,12784,5.77192068099976
-71.625,-39.375,12784,6.42159080505371
-71.375,-39.375,12784,6.10017251968384
-71.125,-39.375,12784,4.18837213516235
-70.875,-39.375,12784,4.01308488845825
-70.625,-39.375,12784,4.09980487823486
-70.375,-39.375,12784,0.680337846279144
-69.375,-39.375,12784,0.280080229043961
-62.375,-39.375,12784,0.0943994745612144
-72.625,-39.125,12784,4.95411586761475
-72.375,-39.125,12784,6.01216125488281
-72.125,-39.125,12784,7.05758476257324
-71.875,-39.125,12784,6.6334228515625
-71.625,-39.125,12784,6.81511402130127
-71.375,-39.125,12784,6.43937873840332
-71.125,-39.125,12784,4.015052318573
-70.875,-39.125,12784,4.1709041595459
-70.625,-39.125,12784,5.27347612380981
-70.375,-39.125,12784,1.77954494953156
-72.625,-38.875,12784,2.54350757598877
-72.375,-38.875,12784,5.80559587478638
-72.125,-38.875,12784,6.20302438735962
-71.875,-38.875,12784,7.13364124298096
-71.625,-38.875,12784,7.84066772460938
-71.375,-38.875,12784,6.29241466522217
-71.125,-38.875,12784,5.15186882019043
-70.875,-38.875,12784,4.8891224861145
-70.625,-38.875,12784,4.57515954971313
-70.375,-38.875,12784,1.28994953632355
-61.375,-38.875,12784,0.0690591782331467
-59.875,-38.875,12784,2.26796007156372
-59.625,-38.875,12784,0.508877873420715
-72.625,-38.625,12784,1.12948477268219
-72.375,-38.625,12784,5.81675863265991
-72.125,-38.625,12784,5.92510080337524
-71.875,-38.625,12784,6.86402463912964
-71.625,-38.625,12784,7.55892372131348
-71.375,-38.625,12784,6.00228071212769
-71.125,-38.625,12784,5.07090282440186
-70.875,-38.625,12784,4.86608648300171
-70.625,-38.625,12784,2.13099431991577
-61.875,-38.625,12784,0.0884290039539337
-59.875,-38.625,12784,0.552307903766632
-59.625,-38.625,12784,0.133067682385445
-59.125,-38.625,12784,0.143314898014069
-58.875,-38.625,12784,1.65235114097595
-58.625,-38.625,12784,2.6349503993988
-72.625,-38.375,12784,0.196957290172577
